name,position,value,teamName,teamId
Jake Hesketh,Attacking Midfield, ,Southampton,1619
Nathan Redmond,Left Winger,€20.00m  ,Southampton,1619
Mohamed Elyounoussi,Left Winger,€15.00m  ,Southampton,1619
Sofiane Boufal,Left Winger,€12.00m  ,Southampton,1619
Tyreke Johnson,Left Winger, ,Southampton,1619
Josh Sims,Right Winger,€2.00m  ,Southampton,1619
Danny Ings,Centre-Forward,€15.00m  ,Southampton,1619
Manolo Gabbiadini,Centre-Forward,€12.00m  ,Southampton,1619
Charlie Austin,Centre-Forward,€8.00m  ,Southampton,1619
Guido Carrillo,Centre-Forward,€7.50m  ,Southampton,1619
Shane Long,Centre-Forward,€7.00m  ,Southampton,1619
Sam Gallagher,Centre-Forward,€3.00m  ,Southampton,1619
Michael Obafemi,Centre-Forward,€1.00m  ,Southampton,1619
Marcus Barnes,Centre-Forward, ,Southampton,1619
Wayne Hennessey,Goalkeeper,€5.00m  ,Crystal Palace,1628
Vicente Guaita,Goalkeeper,€5.00m  ,Crystal Palace,1628
Julián Speroni,Goalkeeper,€250Th.  ,Crystal Palace,1628
Dion Henry,Goalkeeper,€50Th.  ,Crystal Palace,1628
Joe Tupper,Goalkeeper, ,Crystal Palace,1628
Mamadou Sakho,Centre-Back,€15.00m  ,Crystal Palace,1628
James Tomkins,Centre-Back,€8.00m  ,Crystal Palace,1628
Jairo Riedewald,Centre-Back,€5.00m  ,Crystal Palace,1628
Scott Dann,Centre-Back,€4.00m  ,Crystal Palace,1628
Ryan Inniss,Centre-Back,€150Th.  ,Crystal Palace,1628
Sam Woods,Centre-Back, ,Crystal Palace,1628
Patrick van Aanholt,Left-Back,€10.00m  ,Crystal Palace,1628
Pape Souaré,Left-Back,€2.00m  ,Crystal Palace,1628
Aaron Wan-Bissaka,Right-Back,€35.00m  ,Crystal Palace,1628
Joel Ward,Right-Back,€4.00m  ,Crystal Palace,1628
Martin Kelly,Right-Back,€3.00m  ,Crystal Palace,1628
Giovanni McGregor,, ,Crystal Palace,1628
Luka Milivojevic,Defensive Midfield,€20.00m  ,Crystal Palace,1628
Cheikhou Kouyaté,Defensive Midfield,€10.00m  ,Crystal Palace,1628
James McArthur,Central Midfield,€7.00m  ,Crystal Palace,1628
Luke Dreher,Central Midfield, ,Crystal Palace,1628
Nya Kirby,Central Midfield, ,Crystal Palace,1628
Jeffrey Schlupp,,€10.00m  ,Crystal Palace,1628
Max Meyer,Attacking Midfield,€15.00m  ,Crystal Palace,1628
Jason Puncheon,Attacking Midfield,€3.00m  ,Crystal Palace,1628
Jonathan Williams,Attacking Midfield,€1.00m  ,Crystal Palace,1628
Wilfried Zaha,Left Winger,€45.00m  ,Crystal Palace,1628
Bakary Sako,Left Winger,€4.00m  ,Crystal Palace,1628
Sullay Kaikai,Left Winger,€350Th.  ,Crystal Palace,1628
Andros Townsend,Right Winger,€15.00m  ,Crystal Palace,1628
Jason Lokilo,Right Winger,€200Th.  ,Crystal Palace,1628
Michy Batshuayi,Centre-Forward,€30.00m  ,Crystal Palace,1628
Christian Benteke,Centre-Forward,€15.00m  ,Crystal Palace,1628
Jordan Ayew,Centre-Forward,€8.00m  ,Crystal Palace,1628
Alexander Sörloth,Centre-Forward,€6.00m  ,Crystal Palace,1628
Connor Wickham,Centre-Forward,€3.00m  ,Crystal Palace,1628
Mathew Ryan,Goalkeeper,€10.00m  ,Brighton & Hove Albion,1651
David Button,Goalkeeper,€1.50m  ,Brighton & Hove Albion,1651
Christian Walton,Goalkeeper,€1.00m  ,Brighton & Hove Albion,1651
Jason Steele,Goalkeeper,€750Th.  ,Brighton & Hove Albion,1651
Robert Sánchez,Goalkeeper, ,Brighton & Hove Albion,1651
Shane Duffy,Centre-Back,€12.00m  ,Brighton & Hove Albion,1651
Lewis Dunk,Centre-Back,€12.00m  ,Brighton & Hove Albion,1651
Dan Burn,Centre-Back,€3.00m  ,Brighton & Hove Albion,1651
Leon Balogun,Centre-Back,€2.00m  ,Brighton & Hove Albion,1651
Leo Östigard,Centre-Back,€150Th.  ,Brighton & Hove Albion,1651
Ben White,Centre-Back, ,Brighton & Hove Albion,1651
Ben Barclay,Centre-Back, ,Brighton & Hove Albion,1651
Bernardo,Left-Back,€9.00m  ,Brighton & Hove Albion,1651
Gaëtan Bong,Left-Back,€2.00m  ,Brighton & Hove Albion,1651
Markus Suttner,Left-Back,€1.50m  ,Brighton & Hove Albion,1651
Martín Montoya,Right-Back,€8.00m  ,Brighton & Hove Albion,1651
Ezequiel Schelotto,Right-Back,€3.00m  ,Brighton & Hove Albion,1651
Bruno,Right-Back,€750Th.  ,Brighton & Hove Albion,1651
Tudor Baluta,Defensive Midfield,€4.50m  ,Brighton & Hove Albion,1651
Will Collar,Defensive Midfield, ,Brighton & Hove Albion,1651
Yves Bissouma,Central Midfield,€15.00m  ,Brighton & Hove Albion,1651
Davy Pröpper,Central Midfield,€15.00m  ,Brighton & Hove Albion,1651
Dale Stephens,Central Midfield,€6.00m  ,Brighton & Hove Albion,1651
Beram Kayal,Central Midfield,€1.50m  ,Brighton & Hove Albion,1651
Richie Towell,Central Midfield,€200Th.  ,Brighton & Hove Albion,1651
Max Sanders,Central Midfield, ,Brighton & Hove Albion,1651
Jayson Molumby,Central Midfield, ,Brighton & Hove Albion,1651
Solly March,,€8.00m  ,Brighton & Hove Albion,1651
Pascal Groß,Attacking Midfield,€10.00m  ,Brighton & Hove Albion,1651
Alexis Mac Allister,Attacking Midfield,€5.00m  ,Brighton & Hove Albion,1651
José Izquierdo,Left Winger,€10.00m  ,Brighton & Hove Albion,1651
Alireza Jahanbakhsh,Right Winger,€15.00m  ,Brighton & Hove Albion,1651
Anthony Knockaert,Right Winger,€8.00m  ,Brighton & Hove Albion,1651
Jürgen Locadia,Centre-Forward,€12.00m  ,Brighton & Hove Albion,1651
Florin Andone,Centre-Forward,€6.00m  ,Brighton & Hove Albion,1651
Percy Tau,Centre-Forward,€3.50m  ,Brighton & Hove Albion,1651
Glenn Murray,Centre-Forward,€3.00m  ,Brighton & Hove Albion,1651
Tomer Hemed,Centre-Forward,€2.50m  ,Brighton & Hove Albion,1651
Jan Mlakar,Centre-Forward,€2.00m  ,Brighton & Hove Albion,1651
Viktor Gyökeres,Centre-Forward,€500Th.  ,Brighton & Hove Albion,1651
Aaron Connolly,Centre-Forward, ,Brighton & Hove Albion,1651
Nick Pope,Goalkeeper,€10.00m  ,Burnley,1646
Joe Hart,Goalkeeper,€6.00m  ,Burnley,1646
Tom Heaton,Goalkeeper,€3.00m  ,Burnley,1646
Anders Lindegaard,Goalkeeper,€500Th.  ,Burnley,1646
Adam Legzdins,Goalkeeper,€250Th.  ,Burnley,1646
James Tarkowski,Centre-Back,€18.00m  ,Burnley,1646
Ben Mee,Centre-Back,€10.00m  ,Burnley,1646
Ben Gibson,Centre-Back,€10.00m  ,Burnley,1646
Kevin Long,Centre-Back,€2.50m  ,Burnley,1646
Charlie Taylor,Left-Back,€7.00m  ,Burnley,1646
Stephen Ward,Left-Back,€2.00m  ,Burnley,1646
Ali Koiki,Left-Back, ,Burnley,1646
Anthony Driscoll-Glennon,Left-Back, ,Burnley,1646
Matthew Lowton,Right-Back,€5.00m  ,Burnley,1646
Phil Bardsley,Right-Back,€1.50m  ,Burnley,1646
Jack Cork,Defensive Midfield,€15.00m  ,Burnley,1646
Ashley Westwood,Defensive Midfield,€7.00m  ,Burnley,1646
Jeff Hendrick,Central Midfield,€10.00m  ,Burnley,1646
Steven Defour,Central Midfield,€5.00m  ,Burnley,1646
Aiden O'Neill,Central Midfield,€500Th.  ,Burnley,1646
Josh Benson,Central Midfield, ,Burnley,1646
Robbie Brady,,€8.00m  ,Burnley,1646
Dwight McNeil,Left Winger,€15.00m  ,Burnley,1646
Jóhann Berg Gudmundsson,Right Winger,€10.00m  ,Burnley,1646
Aaron Lennon,Right Winger,€5.00m  ,Burnley,1646
Jonathan Walters,Right Winger,- ,Burnley,1646
Chris Wood,Centre-Forward,€18.00m  ,Burnley,1646
Ashley Barnes,Centre-Forward,€10.00m  ,Burnley,1646
Matej Vydra,Centre-Forward,€8.00m  ,Burnley,1646
Sam Vokes,Centre-Forward,€5.00m  ,Burnley,1646
Nahki Wells,Centre-Forward,€4.00m  ,Burnley,1646
Peter Crouch,Centre-Forward,€1.00m  ,Burnley,1646
Ntumba Massanka,Centre-Forward, ,Burnley,1646
Sam Johnstone,Goalkeeper,€7.00m  ,West Bromwich Albion,1627
Boaz Myhill,Goalkeeper,€350Th.  ,West Bromwich Albion,1627
Jonathan Bond,Goalkeeper,€250Th.  ,West Bromwich Albion,1627
Alex Palmer,Goalkeeper, ,West Bromwich Albion,1627
Mason Holgate,Centre-Back,€7.00m  ,West Bromwich Albion,1627
Craig Dawson,Centre-Back,€6.00m  ,West Bromwich Albion,1627
Ahmed Hegazy,Centre-Back,€6.00m  ,West Bromwich Albion,1627
Tosin Adarabioyo,Centre-Back,€3.50m  ,West Bromwich Albion,1627
Kyle Bartley,Centre-Back,€3.50m  ,West Bromwich Albion,1627
Kyle Howkins,Centre-Back, ,West Bromwich Albion,1627
Jack Fitzwater,Centre-Back, ,West Bromwich Albion,1627
Kieran Gibbs,Left-Back,€6.00m  ,West Bromwich Albion,1627
Conor Townsend,Left-Back,€750Th.  ,West Bromwich Albion,1627
Allan Nyom,Right-Back,€3.00m  ,West Bromwich Albion,1627
Tyrone Mears,Right-Back,€200Th.  ,West Bromwich Albion,1627
Jake Livermore,Defensive Midfield,€7.00m  ,West Bromwich Albion,1627
Gareth Barry,Defensive Midfield,€750Th.  ,West Bromwich Albion,1627
Stefan Johansen,Central Midfield,€4.00m  ,West Bromwich Albion,1627
Rekeem Harper,Central Midfield,€2.50m  ,West Bromwich Albion,1627
James Morrison,Central Midfield,€1.50m  ,West Bromwich Albion,1627
Chris Brunt,Central Midfield,€1.50m  ,West Bromwich Albion,1627
Sam Field,Central Midfield,€1.50m  ,West Bromwich Albion,1627
Harvey Barnes,,€12.00m  ,West Bromwich Albion,1627
Wes Hoolahan,Attacking Midfield,€350Th.  ,West Bromwich Albion,1627
Bakary Sako,Left Winger,€4.00m  ,West Bromwich Albion,1627
Jefferson Montero,Left Winger,€1.00m  ,West Bromwich Albion,1627
Kyle Edwards,Left Winger, ,West Bromwich Albion,1627
Morgan Rogers,Left Winger, ,West Bromwich Albion,1627
Oliver Burke,Right Winger,€10.00m  ,West Bromwich Albion,1627
Matt Phillips,Right Winger,€7.00m  ,West Bromwich Albion,1627
Jacob Murphy,Right Winger,€6.00m  ,West Bromwich Albion,1627
Jonathan Leko,Right Winger,€1.00m  ,West Bromwich Albion,1627
Rayhaan Tulloch,, ,West Bromwich Albion,1627
Salomón Rondón,Centre-Forward,€15.00m  ,West Bromwich Albion,1627
Dwight Gayle,Centre-Forward,€15.00m  ,West Bromwich Albion,1627
Jay Rodríguez,Centre-Forward,€10.00m  ,West Bromwich Albion,1627
Hal Robson-Kanu,Centre-Forward,€2.00m  ,West Bromwich Albion,1627
Jack Butland,Goalkeeper,€15.00m  ,Stoke City,1639
Jakob Haugaard,Goalkeeper,€350Th.  ,Stoke City,1639
Adam Federici,Goalkeeper,€350Th.  ,Stoke City,1639
Bruno Martins Indi,Centre-Back,€6.50m  ,Stoke City,1639
Ryan Shawcross,Centre-Back,€5.00m  ,Stoke City,1639
Kevin Wimmer,Centre-Back,€4.00m  ,Stoke City,1639
Danny Batth,Centre-Back,€4.00m  ,Stoke City,1639
Ashley Williams,Centre-Back,€2.00m  ,Stoke City,1639
Harry Souttar,Centre-Back,€200Th.  ,Stoke City,1639
Nathan Collins,Centre-Back,- ,Stoke City,1639
Erik Pieters,Left-Back,€5.00m  ,Stoke City,1639
Josh Tymon,Left-Back,€1.00m  ,Stoke City,1639
Tom Edwards,Right-Back,€3.00m  ,Stoke City,1639
Moritz Bauer,Right-Back,€2.50m  ,Stoke City,1639
Cuco Martina,Right-Back,€1.50m  ,Stoke City,1639
Giannelli Imbula,Defensive Midfield,€5.00m  ,Stoke City,1639
Ryan Woods,Defensive Midfield,€5.00m  ,Stoke City,1639
Geoff Cameron,Defensive Midfield,€1.50m  ,Stoke City,1639
Joe Allen,Central Midfield,€10.00m  ,Stoke City,1639
Badou Ndiaye,Central Midfield,€8.50m  ,Stoke City,1639
Oghenekaro Etebo,Central Midfield,€5.00m  ,Stoke City,1639
Sam Clucas,Central Midfield,€5.00m  ,Stoke City,1639
Charlie Adam,Central Midfield,€1.00m  ,Stoke City,1639
Darren Fletcher,Central Midfield,€1.00m  ,Stoke City,1639
Daniel Jarvis,Central Midfield,- ,Stoke City,1639
Lasse Sörensen,Central Midfield,- ,Stoke City,1639
James McClean,,€5.00m  ,Stoke City,1639
Tom Ince,Right Winger,€8.00m  ,Stoke City,1639
Thibaud Verlinden,Right Winger,€250Th.  ,Stoke City,1639
Bojan Krkic,,€1.50m  ,Stoke City,1639
Benik Afobe,Centre-Forward,€8.00m  ,Stoke City,1639
Saido Berahino,Centre-Forward,€5.00m  ,Stoke City,1639
Sam Vokes,Centre-Forward,€5.00m  ,Stoke City,1639
Mame Diouf,Centre-Forward,€3.00m  ,Stoke City,1639
Peter Crouch,Centre-Forward,€1.00m  ,Stoke City,1639
Tyrese Campbell,Centre-Forward,€150Th.  ,Stoke City,1639
Marc-André ter Stegen,Goalkeeper,€90.00m  ,Barcelona,676
Jasper Cillessen,Goalkeeper,€18.00m  ,Barcelona,676
Adrián Ortolá,Goalkeeper,€1.00m  ,Barcelona,676
Iñaki Peña,Goalkeeper,€1.00m  ,Barcelona,676
Jokin Ezkieta,Goalkeeper,€200Th.  ,Barcelona,676
Clément Lenglet,Centre-Back,€60.00m  ,Barcelona,676
Samuel Umtiti,Centre-Back,€45.00m  ,Barcelona,676
Gerard Piqué,Centre-Back,€35.00m  ,Barcelona,676
Jeison Murillo,Centre-Back,€10.00m  ,Barcelona,676
Jean-Clair Todibo,Centre-Back,€8.00m  ,Barcelona,676
Chumi,Centre-Back,€2.50m  ,Barcelona,676
Thomas Vermaelen,Centre-Back,€2.50m  ,Barcelona,676
Jorge Cuenca,Centre-Back,€1.00m  ,Barcelona,676
Jordi Alba,Left-Back,€50.00m  ,Barcelona,676
Juan Miranda,Left-Back,€5.00m  ,Barcelona,676
Sergi Roberto,Right-Back,€50.00m  ,Barcelona,676
Nélson Semedo,Right-Back,€40.00m  ,Barcelona,676
Moussa Wagué,Right-Back,€5.00m  ,Barcelona,676
Douglas,Right-Back,€2.00m  ,Barcelona,676
Guillem Jaime,Right-Back,€200Th.  ,Barcelona,676
Sergio Busquets,Defensive Midfield,€50.00m  ,Barcelona,676
Oriol Busquets,Defensive Midfield,€2.50m  ,Barcelona,676
Sergi Samper,Defensive Midfield,€1.50m  ,Barcelona,676
Arthur,Central Midfield,€70.00m  ,Barcelona,676
Ivan Rakitic,Central Midfield,€40.00m  ,Barcelona,676
Carles Aleñá,Central Midfield,€30.00m  ,Barcelona,676
André Gomes,Central Midfield,€28.00m  ,Barcelona,676
Arturo Vidal,Central Midfield,€15.00m  ,Barcelona,676
Riqui Puig,Central Midfield,€10.00m  ,Barcelona,676
Marc Cucurella,,€10.00m  ,Barcelona,676
Philippe Coutinho,Attacking Midfield,€90.00m  ,Barcelona,676
Rafinha,Attacking Midfield,€15.00m  ,Barcelona,676
Denis Suárez,Attacking Midfield,€12.00m  ,Barcelona,676
Kevin-Prince Boateng,Attacking Midfield,€7.00m  ,Barcelona,676
Lionel Messi,Right Winger,€150.00m  ,Barcelona,676
Ousmane Dembélé,Right Winger,€100.00m  ,Barcelona,676
Malcom,Right Winger,€40.00m  ,Barcelona,676
Munir El Haddadi,Right Winger,€10.00m  ,Barcelona,676
Carles Pérez,Right Winger,€1.50m  ,Barcelona,676
Álex Collado,Right Winger,€1.00m  ,Barcelona,676
Luis Suárez,Centre-Forward,€50.00m  ,Barcelona,676
Paco Alcácer,Centre-Forward,€37.00m  ,Barcelona,676
Abel Ruiz,Centre-Forward,€3.00m  ,Barcelona,676
Marc Cardona,Centre-Forward,€1.50m  ,Barcelona,676
Jonas Lössl,Goalkeeper,€5.00m  ,Huddersfield Town,1673
Ben Hamer,Goalkeeper,€500Th.  ,Huddersfield Town,1673
Joel Coleman,Goalkeeper,€500Th.  ,Huddersfield Town,1673
Ryan Schofield,Goalkeeper,€100Th.  ,Huddersfield Town,1673
Terence Kongolo,Centre-Back,€15.00m  ,Huddersfield Town,1673
Christopher Schindler,Centre-Back,€7.00m  ,Huddersfield Town,1673
Zanka,Centre-Back,€5.00m  ,Huddersfield Town,1673
Jon Gorenc Stankovic,Centre-Back,€1.50m  ,Huddersfield Town,1673
Chris Löwe,Left-Back,€2.00m  ,Huddersfield Town,1673
Erik Durm,Left-Back,€2.00m  ,Huddersfield Town,1673
Florent Hadergjonaj,Right-Back,€7.00m  ,Huddersfield Town,1673
Tommy Smith,Right-Back,€3.00m  ,Huddersfield Town,1673
Demeaco Duhaney,Right-Back,- ,Huddersfield Town,1673
Danny Williams,Defensive Midfield,€2.00m  ,Huddersfield Town,1673
Aaron Mooy,Central Midfield,€14.00m  ,Huddersfield Town,1673
Philip Billing,Central Midfield,€7.00m  ,Huddersfield Town,1673
Jonathan Hogg,Central Midfield,€3.50m  ,Huddersfield Town,1673
Juninho Bacuna,Central Midfield,€3.50m  ,Huddersfield Town,1673
Alex Pritchard,Attacking Midfield,€9.00m  ,Huddersfield Town,1673
Jason Puncheon,Attacking Midfield,€3.00m  ,Huddersfield Town,1673
Abdelhamid Sabiri,Attacking Midfield,€1.50m  ,Huddersfield Town,1673
Jack Payne,Attacking Midfield,€350Th.  ,Huddersfield Town,1673
Matty Daly,Attacking Midfield,- ,Huddersfield Town,1673
Adama Diakhaby,Left Winger,€8.00m  ,Huddersfield Town,1673
Ramadan Sobhi,Left Winger,€5.00m  ,Huddersfield Town,1673
Isaac Mbenza,Left Winger,€5.00m  ,Huddersfield Town,1673
Rajiv van La Parra,Left Winger,€4.00m  ,Huddersfield Town,1673
Aaron Rowe,Right Winger,- ,Huddersfield Town,1673
Steve Mounié,Centre-Forward,€10.00m  ,Huddersfield Town,1673
Karlan Grant,Centre-Forward,€5.00m  ,Huddersfield Town,1673
Laurent Depoitre,Centre-Forward,€3.50m  ,Huddersfield Town,1673
Elias Kachunga,Centre-Forward,€3.00m  ,Huddersfield Town,1673
Collin Quaner,Centre-Forward,€1.50m  ,Huddersfield Town,1673
Asmir Begovic,Goalkeeper,€7.00m  ,AFC Bournemouth,1659
Artur Boruc,Goalkeeper,€1.00m  ,AFC Bournemouth,1659
Aaron Ramsdale,Goalkeeper,€750Th.  ,AFC Bournemouth,1659
Mark Travers,Goalkeeper,€250Th.  ,AFC Bournemouth,1659
Nathan Aké,Centre-Back,€30.00m  ,AFC Bournemouth,1659
Chris Mepham,Centre-Back,€13.00m  ,AFC Bournemouth,1659
Steve Cook,Centre-Back,€10.00m  ,AFC Bournemouth,1659
Tyrone Mings,Centre-Back,€5.00m  ,AFC Bournemouth,1659
Jack Simpson,Centre-Back,€1.50m  ,AFC Bournemouth,1659
Diego Rico,Left-Back,€9.00m  ,AFC Bournemouth,1659
Charlie Daniels,Left-Back,€3.00m  ,AFC Bournemouth,1659
Brad Smith,Left-Back,€1.00m  ,AFC Bournemouth,1659
Nathaniel Clyne,Right-Back,€12.00m  ,AFC Bournemouth,1659
Adam Smith,Right-Back,€7.00m  ,AFC Bournemouth,1659
Simon Francis,Right-Back,€2.00m  ,AFC Bournemouth,1659
Jefferson Lerma,Defensive Midfield,€25.00m  ,AFC Bournemouth,1659
Lewis Cook,Central Midfield,€20.00m  ,AFC Bournemouth,1659
Harry Arter,Central Midfield,€7.00m  ,AFC Bournemouth,1659
Dan Gosling,Central Midfield,€3.50m  ,AFC Bournemouth,1659
Andrew Surman,Central Midfield,€2.50m  ,AFC Bournemouth,1659
Emerson Hyndman,Central Midfield,€1.00m  ,AFC Bournemouth,1659
Nnamdi Ofoborh,Central Midfield,€150Th.  ,AFC Bournemouth,1659
Kyle Taylor,Central Midfield,- ,AFC Bournemouth,1659
Matt Butcher,Central Midfield,- ,AFC Bournemouth,1659
Ryan Fraser,Left Winger,€30.00m  ,AFC Bournemouth,1659
Junior Stanislas,Left Winger,€4.50m  ,AFC Bournemouth,1659
Marc Pugh,Left Winger,€1.50m  ,AFC Bournemouth,1659
Alex Dobre,Left Winger,€50Th.  ,AFC Bournemouth,1659
David Brooks,Right Winger,€30.00m  ,AFC Bournemouth,1659
Jordon Ibe,Right Winger,€8.00m  ,AFC Bournemouth,1659
Connor Mahoney,Right Winger,€750Th.  ,AFC Bournemouth,1659
Joshua King,,€20.00m  ,AFC Bournemouth,1659
Callum Wilson,Centre-Forward,€30.00m  ,AFC Bournemouth,1659
Dominic Solanke,Centre-Forward,€18.00m  ,AFC Bournemouth,1659
Lys Mousset,Centre-Forward,€3.50m  ,AFC Bournemouth,1659
Jermain Defoe,Centre-Forward,€2.00m  ,AFC Bournemouth,1659
Sam Surridge,Centre-Forward,- ,AFC Bournemouth,1659
Ben Foster,Goalkeeper,€3.00m  ,Watford,1644
Heurelho Gomes,Goalkeeper,€1.00m  ,Watford,1644
Pontus Dahlberg,Goalkeeper,€1.00m  ,Watford,1644
Daniel Bachmann,Goalkeeper,€500Th.  ,Watford,1644
Christian Kabasele,Centre-Back,€8.00m  ,Watford,1644
Craig Cathcart,Centre-Back,€5.00m  ,Watford,1644
Sebastian Prödl,Centre-Back,€3.50m  ,Watford,1644
Adrian Mariappa,Centre-Back,€3.00m  ,Watford,1644
Miguel Britos,Centre-Back,€2.00m  ,Watford,1644
Ben Wilmot,Centre-Back,€1.50m  ,Watford,1644
Jorge Segura,Centre-Back,€900Th.  ,Watford,1644
Tommie Hoban,Centre-Back,€500Th.  ,Watford,1644
Adam Masina,Left-Back,€7.00m  ,Watford,1644
Marvin Zeegelaar,Left-Back,€2.50m  ,Watford,1644
